Changed database context to 'adventureworks'.
ProductNumber             ProductDetails        
------------------------- ----------------------
FR-R92B-58                Black, 58             
BK-T44U-46                Blue, 46              
BK-T44U-50                Blue, 50              
BK-T44U-54                Blue, 54              
BK-R79Y-40                Yellow, 40            
BK-R79Y-42                Yellow, 42            
BK-R79Y-44                Yellow, 44            
BK-R79Y-48                Yellow, 48            
BK-R19B-58                Black, 58             
BK-T18U-44                Blue, 44              
BK-T18U-50                Blue, 50              
BK-M38S-38                Silver, 38            
BK-M38S-40                Silver, 40            
BK-M38S-42                Silver, 42            
BK-M38S-46                Silver, 46            
BK-M18S-40                Silver, 40            
BK-M18S-42                Silver, 42            
BK-M18S-44                Silver, 44            
BK-M18S-48                Silver, 48            
BK-M18S-52                Silver, 52            
BK-M18B-40                Black, 40             
BK-M18B-42                Black, 42             
BK-M18B-44                Black, 44             
BK-M18B-48                Black, 48             
BK-M18B-52                Black, 52             
BB-7421                   ,                     
BB-8107                   ,                     
BB-9108                   ,                     
BK-R19B-44                Black, 44             
BK-R19B-48                Black, 48             
BK-R19B-52                Black, 52             

(295 rows affected)
