Changed database context to 'adventureworks'.
SellStartDate           ConvertedDate                  ISO8601FormatDate             
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2005-07-01 00:00:00.000 Jul  1 2005 12:00AM            2005-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2006-07-01 00:00:00.000 Jul  1 2006 12:00AM            2006-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           
2007-07-01 00:00:00.000 Jul  1 2007 12:00AM            2007-07-01T00:00:00           

(295 rows affected)
